year,forecast,lower_ci,upper_ci
2024,53.06098050363103,30.79970509376637,75.3222559134957
2025,53.405963945565794,31.144688535701135,75.66723935543045
2026,53.57795372646953,31.31667831660487,75.83922913633418
2027,53.66369837719659,31.40242296733193,75.92497378706125
2028,53.70644594678865,31.44517053692399,75.9677213566533
