year,forecast,lower_ci,upper_ci
2024,3.983909043235773,-1.116827002784973,9.084645089256519
2025,4.68070983691643,-0.4200262091043161,9.781445882937176
2026,4.29708735163046,-0.8036486943902856,9.397823397651205
2027,4.508290054830064,-0.5924459911906821,9.609026100850809
2028,4.392012767784264,-0.7087232782364818,9.49274881380501
