target,predictor,coefficient,p_value,r_squared
NY_GDP_MKTP_KD_ZG,NY_GDP_PCAP_KD,-9.51304387517704e-05,5.712080641833205e-10,0.4245319490715218
NY_GDP_MKTP_KD_ZG,SL_EMP_TOTL_SP_ZS,0.15318830197941818,0.012782397321999357,0.0853253748742695
NY_GDP_PCAP_KD,NY_GDP_MKTP_KD_ZG,-4462.629991429753,5.712080641833142e-10,0.4245319490715219
NY_GDP_PCAP_KD,SL_EMP_TOTL_SP_ZS,374.23925087249194,0.38376244119378333,0.010855611457429082
SL_EMP_TOTL_SP_ZS,NY_GDP_MKTP_KD_ZG,0.5569966751490825,0.01278239732199933,0.0853253748742695
SL_EMP_TOTL_SP_ZS,NY_GDP_PCAP_KD,2.9007142976372355e-05,0.38376244119378466,0.010855611457428638
