year,forecast,lower_ci,upper_ci
2024,2236.31279250417,1938.7866927863533,2533.8388922219865
2025,2236.31279250417,1938.7866927863533,2533.8388922219865
2026,2236.31279250417,1938.7866927863533,2533.8388922219865
2027,2236.31279250417,1938.7866927863533,2533.8388922219865
2028,2236.31279250417,1938.7866927863533,2533.8388922219865
