year,forecast,lower_ci,upper_ci
2024,62.73256937098097,33.828100491639766,91.63703825032218
2025,62.73492557002057,33.83045669067937,91.63939444936177
2026,62.734688629138205,33.830219749797,91.6391575084794
2027,62.73471245606488,33.830243576723674,91.63918133540608
2028,62.73471006001389,33.83024118067269,91.63917893935509
