year,forecast,lower_ci,upper_ci
2024,59.821,34.24505284866516,85.39694715133484
2025,59.821,34.24505284866516,85.39694715133484
2026,59.821,34.24505284866516,85.39694715133484
2027,59.821,34.24505284866516,85.39694715133484
2028,59.821,34.24505284866516,85.39694715133484
