year,forecast,lower_ci,upper_ci
2024,2.1850474430949283,-1.3382679671342852,5.708362853324141
2025,2.1850474430949283,-1.3382679671342852,5.708362853324141
2026,2.1850474430949283,-1.3382679671342852,5.708362853324141
2027,2.1850474430949283,-1.3382679671342852,5.708362853324141
2028,2.1850474430949283,-1.3382679671342852,5.708362853324141
